program,perform site,range,paragraphs,terminal/frontier statements,intrinsic continuation,ordinary continuation,contextual completion,explicit transfer,nested control,current producer facts,current lower rejection,cluster
app/cbl/CBCUS01C.cbl,statement:42@112,"{""performKind"": ""PROCEDURE"", ""from"": ""Z-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",Z-DISPLAY-IO-STATUS,statement:63: EXIT,statement:63 -> None,statement:63 -> None,resume statement:43,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:29; completions=statement:63,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBCUS01C.cbl,statement:43@113,"{""performKind"": ""PROCEDURE"", ""from"": ""Z-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",Z-ABEND-PROGRAM,"statement:12: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:12 -> statement:29,statement:12 -> statement:29,resume statement:44,,{},STRUCTURAL_FACTS; entry=statement:60; completions=statement:12,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBCUS01C.cbl,statement:48@131,"{""performKind"": ""PROCEDURE"", ""from"": ""Z-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",Z-DISPLAY-IO-STATUS,statement:63: EXIT,statement:63 -> None,statement:63 -> None,resume statement:49,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:29; completions=statement:63,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBCUS01C.cbl,statement:49@132,"{""performKind"": ""PROCEDURE"", ""from"": ""Z-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",Z-ABEND-PROGRAM,"statement:12: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:12 -> statement:29,statement:12 -> statement:29,resume statement:50,,{},STRUCTURAL_FACTS; entry=statement:60; completions=statement:12,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBCUS01C.cbl,statement:57@149,"{""performKind"": ""PROCEDURE"", ""from"": ""Z-DISPLAY-IO-STATUS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",Z-DISPLAY-IO-STATUS,statement:63: EXIT,statement:63 -> None,statement:63 -> None,resume statement:58,,"{""IF"": 1}",STRUCTURAL_FACTS; entry=statement:29; completions=statement:63,,K1_ROOT_EXIT; SINGLE;EXIT;ONCE
app/cbl/CBCUS01C.cbl,statement:58@150,"{""performKind"": ""PROCEDURE"", ""from"": ""Z-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",Z-ABEND-PROGRAM,"statement:12: CALL 'CEE3ABD' USING ABCODE, TIMING",statement:12 -> statement:29,statement:12 -> statement:29,resume statement:59,,{},STRUCTURAL_FACTS; entry=statement:60; completions=statement:12,,K1_ROOT_EXIT; SINGLE;CALL;ONCE
app/cbl/CBEXPORT.cbl,statement:94@151,"{""performKind"": ""PROCEDURE"", ""from"": ""1000-INITIALIZE"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1000-INITIALIZE,statement:106: DISPLAY 'CBEXPORT: Export Time: ' WS-EXPORT-TIME,statement:106 -> statement:107,statement:106 -> statement:107,resume statement:95,,"{""PERFORM_PROCEDURE"": 2}",STRUCTURAL_FACTS; entry=statement:102; completions=statement:106,statement:106: normal completion cannot override explicit control | statement:106: intrinsic normal edge stays in paragraph,K2_ROOT_SEQUENTIAL; SINGLE;DISPLAY;ONCE
app/cbl/CBEXPORT.cbl,statement:95@152,"{""performKind"": ""PROCEDURE"", ""from"": ""2000-EXPORT-CUSTOMERS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",2000-EXPORT-CUSTOMERS,statement:135: DISPLAY 'CBEXPORT: Customers exported: ' WS-CUSTOMER-RECORDS-EXPORTED,statement:135 -> statement:136,statement:135 -> statement:136,resume statement:96,,"{""PERFORM_PROCEDURE"": 3}",STRUCTURAL_FACTS; entry=statement:130; completions=statement:135,statement:135: normal completion cannot override explicit control | statement:135: intrinsic normal edge stays in paragraph,K2_ROOT_SEQUENTIAL; SINGLE;DISPLAY;ONCE
app/cbl/CBEXPORT.cbl,statement:96@153,"{""performKind"": ""PROCEDURE"", ""from"": ""3000-EXPORT-ACCOUNTS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3000-EXPORT-ACCOUNTS,statement:151: DISPLAY 'CBEXPORT: Accounts exported: ' WS-ACCOUNT-RECORDS-EXPORTED,statement:151 -> statement:152,statement:151 -> statement:152,resume statement:97,,"{""PERFORM_PROCEDURE"": 3}",STRUCTURAL_FACTS; entry=statement:146; completions=statement:151,statement:151: normal completion cannot override explicit control | statement:151: intrinsic normal edge stays in paragraph,K2_ROOT_SEQUENTIAL; SINGLE;DISPLAY;ONCE
app/cbl/CBEXPORT.cbl,statement:97@154,"{""performKind"": ""PROCEDURE"", ""from"": ""4000-EXPORT-XREFS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",4000-EXPORT-XREFS,statement:167: DISPLAY 'CBEXPORT: Cross-references exported: ' WS-XREF-RECORDS-EXPORTED,statement:167 -> statement:168,statement:167 -> statement:168,resume statement:98,,"{""PERFORM_PROCEDURE"": 3}",STRUCTURAL_FACTS; entry=statement:162; completions=statement:167,statement:167: normal completion cannot override explicit control | statement:167: intrinsic normal edge stays in paragraph,K2_ROOT_SEQUENTIAL; SINGLE;DISPLAY;ONCE
app/cbl/CBEXPORT.cbl,statement:98@155,"{""performKind"": ""PROCEDURE"", ""from"": ""5000-EXPORT-TRANSACTIONS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",5000-EXPORT-TRANSACTIONS,statement:183: DISPLAY 'CBEXPORT: Transactions exported: ' WS-TRAN-RECORDS-EXPORTED,statement:183 -> statement:184,statement:183 -> statement:184,resume statement:99,,"{""PERFORM_PROCEDURE"": 3}",STRUCTURAL_FACTS; entry=statement:178; completions=statement:183,statement:183: normal completion cannot override explicit control | statement:183: intrinsic normal edge stays in paragraph,K2_ROOT_SEQUENTIAL; SINGLE;DISPLAY;ONCE
app/cbl/CBEXPORT.cbl,statement:99@156,"{""performKind"": ""PROCEDURE"", ""from"": ""5500-EXPORT-CARDS"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",5500-EXPORT-CARDS,statement:199: DISPLAY 'CBEXPORT: Cards exported: ' WS-CARD-RECORDS-EXPORTED,statement:199 -> statement:200,statement:199 -> statement:200,resume statement:100,,"{""PERFORM_PROCEDURE"": 3}",STRUCTURAL_FACTS; entry=statement:194; completions=statement:199,statement:199: normal completion cannot override explicit control | statement:199: intrinsic normal edge stays in paragraph,K2_ROOT_SEQUENTIAL; SINGLE;DISPLAY;ONCE
app/cbl/CBEXPORT.cbl,statement:100@157,"{""performKind"": ""PROCEDURE"", ""from"": ""6000-FINALIZE"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",6000-FINALIZE,statement:222: DISPLAY 'CBEXPORT: Total Records Exported: ' WS-TOTAL-RECORDS-EXPORTED,statement:222 -> statement:223,statement:222 -> statement:223,resume statement:101,,{},STRUCTURAL_FACTS; entry=statement:210; completions=statement:222,statement:222: normal completion cannot override explicit control | statement:222: intrinsic normal edge stays in paragraph,K2_ROOT_SEQUENTIAL; SINGLE;DISPLAY;ONCE
app/cbl/CBEXPORT.cbl,statement:103@165,"{""performKind"": ""PROCEDURE"", ""from"": ""1050-GENERATE-TIMESTAMP"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1050-GENERATE-TIMESTAMP,statement:111: STRING WS-EXPORT-DATE ' ' WS-EXPORT-TIME '.00' DELIMITED BY SIZE INTO WS-FORMATTED-TIMESTAMP END-STRING,statement:111 -> statement:112,statement:111 -> statement:112,resume statement:104,,{},STRUCTURAL_FACTS; entry=statement:107; completions=statement:111,statement:111: normal completion cannot override explicit control | statement:111: intrinsic normal edge stays in paragraph,K2_ROOT_SEQUENTIAL; SINGLE;STRING;ONCE
app/cbl/CBEXPORT.cbl,statement:104@166,"{""performKind"": ""PROCEDURE"", ""from"": ""1100-OPEN-FILES"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1100-OPEN-FILES,"statement:83: IF NOT WS-EXPORT-OK DISPLAY 'ERROR: Cannot open EXPORT-OUTPUT, Status: ' WS-EXPORT-STATUS PERFORM 9999-ABEND-PROGRAM END-IF | statement:129: PERFORM 9999-ABEND-PROGRAM",statement:83 -> None | statement:129 -> None,statement:83 -> statement:130 | statement:129 -> statement:130,resume statement:105,,"{""IF"": 6, ""PERFORM_PROCEDURE"": 6}","STRUCTURAL_FACTS; entry=statement:112; completions=statement:83,statement:129",,"K2_ROOT_SEQUENTIAL; SINGLE;IF,PERFORM;ONCE"
app/cbl/CBEXPORT.cbl,statement:114@204,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,statement:77: CALL 'CEE3ABD',statement:77 -> None,statement:77 -> None,resume statement:115,,{},STRUCTURAL_FACTS; entry=statement:223; completions=statement:77,,K2_ROOT_SEQUENTIAL; SINGLE;CALL;ONCE
app/cbl/CBEXPORT.cbl,statement:117@211,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,statement:77: CALL 'CEE3ABD',statement:77 -> None,statement:77 -> None,resume statement:118,,{},STRUCTURAL_FACTS; entry=statement:223; completions=statement:77,,K2_ROOT_SEQUENTIAL; SINGLE;CALL;ONCE
app/cbl/CBEXPORT.cbl,statement:120@218,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,statement:77: CALL 'CEE3ABD',statement:77 -> None,statement:77 -> None,resume statement:121,,{},STRUCTURAL_FACTS; entry=statement:223; completions=statement:77,,K2_ROOT_SEQUENTIAL; SINGLE;CALL;ONCE
app/cbl/CBEXPORT.cbl,statement:123@225,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,statement:77: CALL 'CEE3ABD',statement:77 -> None,statement:77 -> None,resume statement:124,,{},STRUCTURAL_FACTS; entry=statement:223; completions=statement:77,,K2_ROOT_SEQUENTIAL; SINGLE;CALL;ONCE
app/cbl/CBEXPORT.cbl,statement:126@232,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,statement:77: CALL 'CEE3ABD',statement:77 -> None,statement:77 -> None,resume statement:127,,{},STRUCTURAL_FACTS; entry=statement:223; completions=statement:77,,K2_ROOT_SEQUENTIAL; SINGLE;CALL;ONCE
app/cbl/CBEXPORT.cbl,statement:129@239,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,statement:77: CALL 'CEE3ABD',statement:77 -> None,statement:77 -> None,resume None,,{},STRUCTURAL_FACTS; entry=statement:223; completions=statement:77,,K2_ROOT_SEQUENTIAL; SINGLE;CALL;ONCE
app/cbl/CBEXPORT.cbl,statement:131@247,"{""performKind"": ""PROCEDURE"", ""from"": ""2100-READ-CUSTOMER-RECORD"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",2100-READ-CUSTOMER-RECORD,"statement:84: IF NOT WS-CUSTOMER-OK AND NOT WS-CUSTOMER-EOF DISPLAY 'ERROR: Reading CUSTOMER-INPUT, Status: ' WS-CUSTOMER-STATUS PERFORM 9999-ABEND-PROGRAM END-IF | statement:138: PERFORM 9999-ABEND-PROGRAM",statement:84 -> None | statement:138 -> None,statement:84 -> statement:139 | statement:138 -> statement:139,resume statement:132,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:136; completions=statement:84,statement:138",,"K2_ROOT_SEQUENTIAL; SINGLE;IF,PERFORM;ONCE"
app/cbl/CBEXPORT.cbl,statement:133@250,"{""performKind"": ""PROCEDURE"", ""from"": ""2200-CREATE-CUSTOMER-EXP-REC"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",2200-CREATE-CUSTOMER-EXP-REC,statement:145: ADD 1 TO WS-TOTAL-RECORDS-EXPORTED,statement:145 -> statement:146,statement:145 -> statement:146,resume None,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}",STRUCTURAL_FACTS; entry=statement:139; completions=statement:145,statement:145: normal completion cannot override explicit control | statement:145: intrinsic normal edge stays in paragraph,K2_ROOT_SEQUENTIAL; SINGLE;ADD;ONCE
app/cbl/CBEXPORT.cbl,statement:134@251,"{""performKind"": ""PROCEDURE"", ""from"": ""2100-READ-CUSTOMER-RECORD"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",2100-READ-CUSTOMER-RECORD,"statement:84: IF NOT WS-CUSTOMER-OK AND NOT WS-CUSTOMER-EOF DISPLAY 'ERROR: Reading CUSTOMER-INPUT, Status: ' WS-CUSTOMER-STATUS PERFORM 9999-ABEND-PROGRAM END-IF | statement:138: PERFORM 9999-ABEND-PROGRAM",statement:84 -> None | statement:138 -> None,statement:84 -> statement:139 | statement:138 -> statement:139,resume None,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:136; completions=statement:84,statement:138",,"K2_ROOT_SEQUENTIAL; SINGLE;IF,PERFORM;ONCE"
app/cbl/CBEXPORT.cbl,statement:138@265,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,statement:77: CALL 'CEE3ABD',statement:77 -> None,statement:77 -> None,resume None,,{},STRUCTURAL_FACTS; entry=statement:223; completions=statement:77,,K2_ROOT_SEQUENTIAL; SINGLE;CALL;ONCE
app/cbl/CBEXPORT.cbl,statement:143@306,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,statement:77: CALL 'CEE3ABD',statement:77 -> None,statement:77 -> None,resume statement:144,,{},STRUCTURAL_FACTS; entry=statement:223; completions=statement:77,,K2_ROOT_SEQUENTIAL; SINGLE;CALL;ONCE
app/cbl/CBEXPORT.cbl,statement:147@316,"{""performKind"": ""PROCEDURE"", ""from"": ""3100-READ-ACCOUNT-RECORD"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3100-READ-ACCOUNT-RECORD,"statement:86: IF NOT WS-ACCOUNT-OK AND NOT WS-ACCOUNT-EOF DISPLAY 'ERROR: Reading ACCOUNT-INPUT, Status: ' WS-ACCOUNT-STATUS PERFORM 9999-ABEND-PROGRAM END-IF | statement:154: PERFORM 9999-ABEND-PROGRAM",statement:86 -> None | statement:154 -> None,statement:86 -> statement:155 | statement:154 -> statement:155,resume statement:148,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:152; completions=statement:86,statement:154",,"K2_ROOT_SEQUENTIAL; SINGLE;IF,PERFORM;ONCE"
app/cbl/CBEXPORT.cbl,statement:149@319,"{""performKind"": ""PROCEDURE"", ""from"": ""3200-CREATE-ACCOUNT-EXP-REC"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3200-CREATE-ACCOUNT-EXP-REC,statement:161: ADD 1 TO WS-TOTAL-RECORDS-EXPORTED,statement:161 -> statement:162,statement:161 -> statement:162,resume None,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}",STRUCTURAL_FACTS; entry=statement:155; completions=statement:161,statement:161: normal completion cannot override explicit control | statement:161: intrinsic normal edge stays in paragraph,K2_ROOT_SEQUENTIAL; SINGLE;ADD;ONCE
app/cbl/CBEXPORT.cbl,statement:150@320,"{""performKind"": ""PROCEDURE"", ""from"": ""3100-READ-ACCOUNT-RECORD"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3100-READ-ACCOUNT-RECORD,"statement:86: IF NOT WS-ACCOUNT-OK AND NOT WS-ACCOUNT-EOF DISPLAY 'ERROR: Reading ACCOUNT-INPUT, Status: ' WS-ACCOUNT-STATUS PERFORM 9999-ABEND-PROGRAM END-IF | statement:154: PERFORM 9999-ABEND-PROGRAM",statement:86 -> None | statement:154 -> None,statement:86 -> statement:155 | statement:154 -> statement:155,resume None,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:152; completions=statement:86,statement:154",,"K2_ROOT_SEQUENTIAL; SINGLE;IF,PERFORM;ONCE"
app/cbl/CBEXPORT.cbl,statement:154@334,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,statement:77: CALL 'CEE3ABD',statement:77 -> None,statement:77 -> None,resume None,,{},STRUCTURAL_FACTS; entry=statement:223; completions=statement:77,,K2_ROOT_SEQUENTIAL; SINGLE;CALL;ONCE
app/cbl/CBEXPORT.cbl,statement:159@369,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,statement:77: CALL 'CEE3ABD',statement:77 -> None,statement:77 -> None,resume statement:160,,{},STRUCTURAL_FACTS; entry=statement:223; completions=statement:77,,K2_ROOT_SEQUENTIAL; SINGLE;CALL;ONCE
app/cbl/CBEXPORT.cbl,statement:163@380,"{""performKind"": ""PROCEDURE"", ""from"": ""4100-READ-XREF-RECORD"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",4100-READ-XREF-RECORD,"statement:88: IF NOT WS-XREF-OK AND NOT WS-XREF-EOF DISPLAY 'ERROR: Reading XREF-INPUT, Status: ' WS-XREF-STATUS PERFORM 9999-ABEND-PROGRAM END-IF | statement:170: PERFORM 9999-ABEND-PROGRAM",statement:88 -> None | statement:170 -> None,statement:88 -> statement:171 | statement:170 -> statement:171,resume statement:164,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:168; completions=statement:88,statement:170",,"K2_ROOT_SEQUENTIAL; SINGLE;IF,PERFORM;ONCE"
app/cbl/CBEXPORT.cbl,statement:165@383,"{""performKind"": ""PROCEDURE"", ""from"": ""4200-CREATE-XREF-EXPORT-RECORD"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",4200-CREATE-XREF-EXPORT-RECORD,statement:177: ADD 1 TO WS-TOTAL-RECORDS-EXPORTED,statement:177 -> statement:178,statement:177 -> statement:178,resume None,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}",STRUCTURAL_FACTS; entry=statement:171; completions=statement:177,statement:177: normal completion cannot override explicit control | statement:177: intrinsic normal edge stays in paragraph,K2_ROOT_SEQUENTIAL; SINGLE;ADD;ONCE
app/cbl/CBEXPORT.cbl,statement:166@384,"{""performKind"": ""PROCEDURE"", ""from"": ""4100-READ-XREF-RECORD"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",4100-READ-XREF-RECORD,"statement:88: IF NOT WS-XREF-OK AND NOT WS-XREF-EOF DISPLAY 'ERROR: Reading XREF-INPUT, Status: ' WS-XREF-STATUS PERFORM 9999-ABEND-PROGRAM END-IF | statement:170: PERFORM 9999-ABEND-PROGRAM",statement:88 -> None | statement:170 -> None,statement:88 -> statement:171 | statement:170 -> statement:171,resume None,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:168; completions=statement:88,statement:170",,"K2_ROOT_SEQUENTIAL; SINGLE;IF,PERFORM;ONCE"
app/cbl/CBEXPORT.cbl,statement:170@398,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,statement:77: CALL 'CEE3ABD',statement:77 -> None,statement:77 -> None,resume None,,{},STRUCTURAL_FACTS; entry=statement:223; completions=statement:77,,K2_ROOT_SEQUENTIAL; SINGLE;CALL;ONCE
app/cbl/CBEXPORT.cbl,statement:175@424,"{""performKind"": ""PROCEDURE"", ""from"": ""9999-ABEND-PROGRAM"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9999-ABEND-PROGRAM,statement:77: CALL 'CEE3ABD',statement:77 -> None,statement:77 -> None,resume statement:176,,{},STRUCTURAL_FACTS; entry=statement:223; completions=statement:77,,K2_ROOT_SEQUENTIAL; SINGLE;CALL;ONCE
app/cbl/CBEXPORT.cbl,statement:179@435,"{""performKind"": ""PROCEDURE"", ""from"": ""5100-READ-TRANSACTION-RECORD"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",5100-READ-TRANSACTION-RECORD,"statement:90: IF NOT WS-TRANSACTION-OK AND NOT WS-TRANSACTION-EOF DISPLAY 'ERROR: Reading TRANSACTION-INPUT, Status: ' WS-TRANSACTION-STATUS PERFORM 9999-ABEND-PROGRAM END-IF | statement:186: PERFORM 9999-ABEND-PROGRAM",statement:90 -> None | statement:186 -> None,statement:90 -> statement:187 | statement:186 -> statement:187,resume statement:180,,"{""IF"": 1, ""PERFORM_PROCEDURE"": 1}","STRUCTURAL_FACTS; entry=statement:184; completions=statement:90,statement:186",,"K2_ROOT_SEQUENTIAL; SINGLE;IF,PERFORM;ONCE"
